Doc_ID,Hypothesis_ID,Gold_Label,Evidence_Text,Primary_Pattern,Secondary_Patterns,Cue_Words,Evidence_Structure,Divergence_Flag,Confidence,Complexity_Score,Notes
237,nda-12,Entailment,"2. Notwithstanding any other provisions of this Agreement, each party acknowledges that confidential information shall not include any information which:
---
 Is independently developed by Receiving Party without breach of this Agreement; or",,,,Multi-span,,,,
237,nda-20,Contradiction,"8. Receiving Party agrees to return to Disclosing Party upon its written request, the Confidential Information, any copies of the Confidential Information (whether authorised or not) and any documents or items containing portions of the Confidential Information.",,,,Single-span,,,,
237,nda-3,Entailment,"1. “Confidential Information” means and includes all data, documents and information disclosed or to be disclosed by either Party to other Party and its Representatives (as defined herein) (including information transmitted in written, electronic, magnetic or other form and also information transmitted orally or visually) and any and all information which may be developed or created, in whole or in part, directly or indirectly, from such information including all notes, summaries, analyses, compilations and other writings.",,,,Single-span,,,,
237,nda-18,NotMentioned,N/A,,,,None,,,,
237,nda-7,Entailment,"Unless otherwise expressly authorized by Disclosing Party, Receiving Party agrees to retain the Confidential Information in confidence for a period as stipulated in Clause 7 herein, and shall not disclose the Confidential Information to any third party or any employee or agent (except its officers, employees, representatives, advisors or agents who have a need to know) and shall not use the Confidential Information for any purpose other than for the purposes agree to herein.",,,,Single-span,,,,
237,nda-17,NotMentioned,N/A,,,,None,,,,
237,nda-8,Entailment,"4. Receiving Party agrees, except to the extent pursuant to, or required by law, regulation, legal process or regulatory authority to disclose any Confidential Information (prior intimation be provided to Disclosing Party to enable it to take recourse of legal remedies viz, injunctions, stay etc.), Receiving Party shall not",,,,Single-span,,,,
237,nda-13,Entailment,"2. Notwithstanding any other provisions of this Agreement, each party acknowledges that confidential information shall not include any information which:
---
 Is rightfully received by Receiving Party without breach of this Agreement; or",,,,Multi-span,,,,
237,nda-5,Entailment,"Unless otherwise expressly authorized by Disclosing Party, Receiving Party agrees to retain the Confidential Information in confidence for a period as stipulated in Clause 7 herein, and shall not disclose the Confidential Information to any third party or any employee or agent (except its officers, employees, representatives, advisors or agents who have a need to know) and shall not use the Confidential Information for any purpose other than for the purposes agree to herein.",,,,Single-span,,,,
237,nda-4,Entailment,"Unless otherwise expressly authorized by Disclosing Party, Receiving Party agrees to retain the Confidential Information in confidence for a period as stipulated in Clause 7 herein, and shall not disclose the Confidential Information to any third party or any employee or agent (except its officers, employees, representatives, advisors or agents who have a need to know) and shall not use the Confidential Information for any purpose other than for the purposes agree to herein.
---
4. Receiving Party agrees, except to the extent pursuant to, or required by law, regulation, legal process or regulatory authority to disclose any Confidential Information (prior intimation be provided to Disclosing Party to enable it to take recourse of legal remedies viz, injunctions, stay etc.), Receiving Party shall not
---
(i) use any portion of the Confidential Information for any purpose not contemplated by this Agreement; or",,,,Multi-span,,,,
238,nda-11,NotMentioned,N/A,,,,None,,,,
238,nda-16,Entailment,"1. The Parties shall
---
(iii) to the extent within their respective possession and/or control, upon termination of this Agreement for any reason, immediately return to the provider thereof all Confidential Information not licensed or authorized to be used or enjoyed after termination or expiration hereof, and",,,,Multi-span,,,,
238,nda-15,Entailment,"3. All Confidential Information delivered pursuant to this Agreement shall be and remain the property of the disclosing Party, and any documents containing or reflecting the Confidential Information, and all copies thereof, shall be promptly returned to the disclosing Party upon written request, or destroyed at the disclosing Party’s option.
---
Nothing herein shall be construed as granting or conferring any rights by license or otherwise, express or implied, regarding any idea made, conceived or acquired prior to or after the Effective Date, nor as granting any right with respect to the use or marketing of any product or service.",,,,Multi-span,,,,
238,nda-10,NotMentioned,N/A,,,,None,,,,
238,nda-2,NotMentioned,N/A,,,,None,,,,
238,nda-1,NotMentioned,N/A,,,,None,,,,
238,nda-19,Entailment,The obligations of the Parties under this Agreement shall continue and survive the completion or abandonment of the Business Relationship and shall remain binding for a period of two (2) years from the Effective Date.,,,,Single-span,,,,
238,nda-12,Entailment,"2. Notwithstanding the foregoing, the obligation of a person to protect the confidentiality of any information or materials shall terminate as to any information or materials which:
---
(iv) are independently developed by such person from sources or through persons that such person can demonstrate had no access to Confidential Information; or",,,,Multi-span,,,,
238,nda-20,Contradiction,"3. All Confidential Information delivered pursuant to this Agreement shall be and remain the property of the disclosing Party, and any documents containing or reflecting the Confidential Information, and all copies thereof, shall be promptly returned to the disclosing Party upon written request, or destroyed at the disclosing Party’s option.",,,,Single-span,,,,
238,nda-3,Entailment,"1. The Parties shall
---
(i) use reasonable efforts to maintain the confidentiality of the information and materials, whether oral, written or in any form whatsoever, of the other that may be reasonably understood, from legends, the nature of such information itself and/or the circumstances of such information’s disclosure, to be confidential and/or proprietary thereto or to third parties to which either of them owes a duty of nondisclosure (collectively, “Confidential Information”);",,,,Multi-span,,,,
238,nda-18,NotMentioned,N/A,,,,None,,,,
238,nda-7,Entailment,"1. The Parties shall
---
(iv) with respect to any person to which disclosure is contemplated, require such person to execute an agreement providing for the treatment of Confidential Information set forth in clauses
---
(i) through
---
(iii).
---
The foregoing shall not require separate written agreements with employees and agents already subject to written agreements substantially conforming to the requirements of this Section nor with legal counsel, certified public accountants, or other professional advisers under a professional obligation to maintain the confidences of clients.",,,,Multi-span,,,,
238,nda-17,NotMentioned,N/A,,,,None,,,,
238,nda-8,NotMentioned,N/A,,,,None,,,,
238,nda-13,Entailment,"2. Notwithstanding the foregoing, the obligation of a person to protect the confidentiality of any information or materials shall terminate as to any information or materials which:
---
(iii) are lawfully obtained without obligations of confidentiality by such person from a third party after reasonable inquiry regarding the authority of such third party to possess and divulge the same;",,,,Multi-span,,,,
238,nda-5,Entailment,"1. The Parties shall
---
(iv) with respect to any person to which disclosure is contemplated, require such person to execute an agreement providing for the treatment of Confidential Information set forth in clauses
---
(i) through
---
(iii).
---
The foregoing shall not require separate written agreements with employees and agents already subject to written agreements substantially conforming to the requirements of this Section nor with legal counsel, certified public accountants, or other professional advisers under a professional obligation to maintain the confidences of clients.",,,,Multi-span,,,,
238,nda-4,Entailment,The Parties shall use the Confidential Information only for the Business Relationship.,,,,Single-span,,,,
239,nda-11,NotMentioned,N/A,,,,None,,,,
239,nda-16,Entailment,"3. At the conclusion of any discussions, or upon demand by XCZONE.
---
TV, all confidential information, including prototypes, written notes, photographs, sketches, models, memoranda or notes taken shall be returned to XCZONE.
---
TV.",,,,Multi-span,,,,
239,nda-15,NotMentioned,N/A,,,,None,,,,
239,nda-10,NotMentioned,N/A,,,,None,,,,
239,nda-2,Entailment,"1. _____________________
---
agrees to hold confidential or proprietary information or trade secrets (""confidential information"") in trust and confidence and agrees that it shall be used only for the contemplated purposes, shall not be used for any other purpose, or disclosed to any third party.",,,,Multi-span,,,,
239,nda-1,NotMentioned,N/A,,,,None,,,,
239,nda-19,NotMentioned,N/A,,,,None,,,,
239,nda-12,NotMentioned,N/A,,,,None,,,,
239,nda-20,Contradiction,"2. No copies will be made or retained of any written information or prototypes supplied without the permission of XCZONE.
---
TV.
---
TV, all confidential information, including prototypes, written notes, photographs, sketches, models, memoranda or notes taken shall be returned to XCZONE.
---
TV.",,,,Multi-span,,,,
239,nda-3,NotMentioned,N/A,,,,None,,,,
239,nda-18,NotMentioned,N/A,,,,None,,,,
239,nda-7,Contradiction,"4. Confidential information shall not be disclosed to any employee, consultant or third party unless they agree to execute and be bound by the terms of this Agreement, and have been approved by XCZONE.
---
TV.",,,,Multi-span,,,,
239,nda-17,Contradiction,"2. No copies will be made or retained of any written information or prototypes supplied without the permission of XCZONE.
---
TV.",,,,Multi-span,,,,
239,nda-8,NotMentioned,N/A,,,,None,,,,
239,nda-13,NotMentioned,N/A,,,,None,,,,
239,nda-5,Contradiction,"4. Confidential information shall not be disclosed to any employee, consultant or third party unless they agree to execute and be bound by the terms of this Agreement, and have been approved by XCZONE.
---
TV.",,,,Multi-span,,,,
239,nda-4,Entailment,"1. _____________________
---
agrees to hold confidential or proprietary information or trade secrets (""confidential information"") in trust and confidence and agrees that it shall be used only for the contemplated purposes, shall not be used for any other purpose, or disclosed to any third party.",,,,Multi-span,,,,
240,nda-11,NotMentioned,N/A,,,,None,,,,
240,nda-16,NotMentioned,N/A,,,,None,,,,
240,nda-15,Entailment,"1. All information, materials and assets in the Motorola Mobility facility I am visiting, including without limitation any products, prototypes, strategies, business plans or other information I observe, am told about, or otherwise come in contact with, belongs to Motorola (“Confidential Motorola Information”)",,,,Single-span,,,,
240,nda-10,NotMentioned,N/A,,,,None,,,,
240,nda-2,Contradiction,"1. All information, materials and assets in the Motorola Mobility facility I am visiting, including without limitation any products, prototypes, strategies, business plans or other information I observe, am told about, or otherwise come in contact with, belongs to Motorola (“Confidential Motorola Information”)",,,,Single-span,,,,
240,nda-1,NotMentioned,N/A,,,,None,,,,
240,nda-19,NotMentioned,N/A,,,,None,,,,
240,nda-12,NotMentioned,N/A,,,,None,,,,
240,nda-20,NotMentioned,N/A,,,,None,,,,
240,nda-3,Entailment,"1. All information, materials and assets in the Motorola Mobility facility I am visiting, including without limitation any products, prototypes, strategies, business plans or other information I observe, am told about, or otherwise come in contact with, belongs to Motorola (“Confidential Motorola Information”)
---
3. I will keep everything I see, touch or hear strictly confidential.",,,,Multi-span,,,,
240,nda-18,NotMentioned,N/A,,,,None,,,,
240,nda-7,NotMentioned,N/A,,,,None,,,,
240,nda-17,NotMentioned,N/A,,,,None,,,,
240,nda-8,NotMentioned,N/A,,,,None,,,,
240,nda-13,NotMentioned,N/A,,,,None,,,,
240,nda-5,NotMentioned,N/A,,,,None,,,,
240,nda-4,Entailment,"2. I will NOT disclose, share, publish or utilize any Confidential Motorola Information without the prior authorization from Motorola Mobility.",,,,Single-span,,,,
241,nda-11,NotMentioned,N/A,,,,None,,,,
241,nda-16,Entailment,"Promptly upon expiration or termination of this Agreement, user will cease using all GTL Data, and will return to Inria, or destroy, all originals and all copies of the GTL Data and other materials provided by Inria under this Agreement, and also certify such return or destruction in a reasonable and customary certificate provided by Inria.",,,,Single-span,,,,
241,nda-15,Entailment,"The GTL Data remain the exclusive sole property of Inria.
---
The present Agreement does not grant any transfer or assignment of commercial/exploitation/property rights on identified know-how, patents, software or any other intellectual property right held by Inria to the Organization.",,,,Multi-span,,,,
241,nda-10,NotMentioned,N/A,,,,None,,,,
241,nda-2,NotMentioned,N/A,,,,None,,,,
241,nda-1,NotMentioned,N/A,,,,None,,,,
241,nda-19,Entailment,The obligation of confidentiality will remain until the GTL data are released to public or have fallen into public domain.,,,,Single-span,,,,
241,nda-12,NotMentioned,N/A,,,,None,,,,
241,nda-20,Contradiction,"Promptly upon expiration or termination of this Agreement, user will cease using all GTL Data, and will return to Inria, or destroy, all originals and all copies of the GTL Data and other materials provided by Inria under this Agreement, and also certify such return or destruction in a reasonable and customary certificate provided by Inria.",,,,Single-span,,,,
241,nda-3,NotMentioned,N/A,,,,None,,,,
241,nda-18,NotMentioned,N/A,,,,None,,,,
241,nda-7,NotMentioned,N/A,,,,None,,,,
241,nda-17,NotMentioned,N/A,,,,None,,,,
241,nda-8,NotMentioned,N/A,,,,None,,,,
241,nda-13,NotMentioned,N/A,,,,None,,,,
241,nda-5,NotMentioned,N/A,,,,None,,,,
241,nda-4,Entailment,"The Grenoble Traffic Lab (GTL) Data and all related documentation and information provided by Inria will be used only for the limited purpose of evaluation hereunder, and will not be used for any other purpose, or in any manner adversarial to Inria.",,,,Single-span,,,,
242,nda-11,NotMentioned,N/A,,,,None,,,,
242,nda-16,NotMentioned,N/A,,,,None,,,,
242,nda-15,Entailment,"The present AGREEMENT does not grant either of THE PARTIES rights or authorization to claim a licence or any other right of use for patents, brands, models and/or industrial or intellectual property of any kind.",,,,Single-span,,,,
242,nda-10,NotMentioned,N/A,,,,None,,,,
242,nda-2,NotMentioned,N/A,,,,None,,,,
242,nda-1,Entailment,"For the purpose of this AGREEMENT, those data and information will be considered as confidential which are provided or delivered by one Party to the other Party and which are declared confidential when provided or delivered.
---
The confidential nature of the abovementioned data and information will have to be explicitly declared, printing or writing ‘CONFIDENTIAL’ on the above, followed by the signatures of the representatives of THE PARTIES or, however, clearly indicated as confidential in communications, so to allow THE PARTIES and any authorized person to immediately recognize their confidential nature and apply the subsequent compliance to confidentiality obligations as envisaged in this AGREEMENT.",,,,Multi-span,,,,
242,nda-19,Entailment,"Confidentiality obligations are intended to last from the signing of the present AGREEMENT up to five years after completion of the PROJECT, currently envisaged for March 16, 2015, except any further extensions of the validity period of this AGREEMENT to be agreed upon by THE PARTIES and before the aforementioned deadline.",,,,Single-span,,,,
242,nda-12,NotMentioned,N/A,,,,None,,,,
242,nda-20,NotMentioned,N/A,,,,None,,,,
242,nda-3,NotMentioned,N/A,,,,None,,,,
242,nda-18,NotMentioned,N/A,,,,None,,,,
242,nda-7,Entailment,The information and data of a confidential nature may be forwarded by ACRONYM OF THE PINE PROJECT PARTNER to other PROJECT partners and/or third parties appointed to carry out analyses on them.,,,,Single-span,,,,
242,nda-17,Contradiction,"The information and data of a confidential nature may not be copied or reproduced, in all or in part, unless this is explicitly required by the carrying out of PROJECT activities.",,,,Single-span,,,,
242,nda-8,NotMentioned,N/A,,,,None,,,,
242,nda-13,NotMentioned,N/A,,,,None,,,,
242,nda-5,Entailment,"The information and data of a confidential nature will be forwarded by ACRONYM OF THE PINE PROJECT PARTNER to the financing institution of the PROJECT (EACI, the Executive Agency for Competitiveness and Innovation of the European Commission), or to other bodies designated to monitoring or control, compliant to the envisaged management procedures, in an anonymous or in an aggregated form and however without providing information that may allow the association of the provided data with the COMPANY.",,,,Single-span,,,,
242,nda-4,NotMentioned,N/A,,,,None,,,,
243,nda-11,NotMentioned,N/A,,,,None,,,,
243,nda-16,Entailment,"The Receiving Party shall promptly return or destroy all copies (in whatever form reproduced or stored), including all notes and derivatives of the Confidential Information disclosed under this Agreement, upon the earlier of
---
(i) the completion or termination of the dealings contemplated in this Agreement;
---
(ii) or the termination of this Agreement;",,,,Multi-span,,,,
243,nda-15,Entailment,"3.6 All Confidential Information disclosed under this Agreement shall be and remain the property of the Disclosing Party and nothing contained in this Agreement shall be construed as granting or conferring any rights to such Confidential Information on the other Party.
---
Principally, nothing in this Agreement shall be deemed to grant to the Receiving Party a licence expressly or by implication under any patent, copyright or other intellectual property right.
---
The Receiving Party hereby acknowledges and confirms that all existing and future intellectual property rights related to the Confidential Information are exclusive titles of the Disclosing Party.",,,,Multi-span,,,,
243,nda-10,NotMentioned,N/A,,,,None,,,,
243,nda-2,Contradiction,"For the purposes of this Agreement, Confidential Information means any data or information that is proprietary to or possessed by a Party and not generally known to the public or that has not yet been revealed, whether in tangible or intangible form, whenever and however disclosed, including, but not limited to:
---
(ii) any concepts, ideas, samples, reports, data, know-how, works-in-progress, designs, drawings, photographs, development tools, specifications, software programs, source code, object code, flow charts, and databases;
---
(iii) any marketing strategies, plans, financial information, or projections, operations, sales estimates, business plans and performance results relating to the Party’s past, present or future business activities, or those of its affiliates, subsidiaries and affiliated companies;
---
(iv) trade secrets; plans for products or services, and customer or supplier lists;
---
(v) any other information that should reasonably be recognised as Confidential Information by the Parties.",,,,Multi-span,,,,
243,nda-1,Entailment,"1.3 Confidential Information shall be identified either by marking it, in the case of written materials, or, in the case of information that is disclosed orally or written materials that are not marked, by notifying the other Party of the confidential nature of the information.",,,,Single-span,,,,
243,nda-19,Entailment,"3.8 Notwithstanding the foregoing, the Receiving Party may retain such of its documents as required to comply with mandatory law, provided that such Confidential Information or copies thereof shall be subject to an indefinite confidentiality obligation.
---
Notwithstanding the foregoing, the Receiving Party’s duty to hold in confidence Confidential Information that was disclosed during the term shall remain in effect indefinitely, save otherwise agreed.",,,,Multi-span,,,,
243,nda-12,Entailment,"1.6 Notwithstanding the aforementioned, Confidential Information shall exclude information that:
---
(v) is or has been developed independently by employees, consultants or agents of the Receiving Party (proved by reasonable means) without violation of the terms of this Agreement or reference or access to any Confidential Information pertaining to the Parties.
---
The receipt of Confidential Information pursuant to this Agreement will not prevent or in any way limit either Party from developing, making or marketing products or services that are or may be competitive with the products or services of the other; or providing products or services to others who compete with the other Party; as long as those results have not become from a breach of this Agreement.",,,,Multi-span,,,,
243,nda-20,Entailment,"(ii) or the termination of this Agreement;
---
3.8 Notwithstanding the foregoing, the Receiving Party may retain such of its documents as required to comply with mandatory law, provided that such Confidential Information or copies thereof shall be subject to an indefinite confidentiality obligation.",,,,Multi-span,,,,
243,nda-3,Entailment,"For the purposes of this Agreement, Confidential Information means any data or information that is proprietary to or possessed by a Party and not generally known to the public or that has not yet been revealed, whether in tangible or intangible form, whenever and however disclosed, including, but not limited to:
---
1.3 Confidential Information shall be identified either by marking it, in the case of written materials, or, in the case of information that is disclosed orally or written materials that are not marked, by notifying the other Party of the confidential nature of the information.
---
Such notification shall be done orally, by e-mail or written correspondence, or via other appropriate means of communication.",,,,Multi-span,,,,
243,nda-18,NotMentioned,N/A,,,,None,,,,
243,nda-7,Entailment,"The Receiving Party will not disclose and will keep confidential the information received, except to its employees, representatives or agents who need to have access to the Confidential Information for the purpose of carrying out their duties in connection with the permitted purposes specified in clause
---
2.",,,,Multi-span,,,,
243,nda-17,NotMentioned,N/A,,,,None,,,,
243,nda-8,Entailment,"In the event that the Receiving Party is asked to communicate the Confidential Information to any judicial, administrative, regulatory authority or similar or obliged to reveal such information by mandatory law, it shall notify promptly the Disclosing Party of the terms of such disclosure and will collaborate to the extent practicable with the Disclosing Party in order to comply with the order and preserve the confidentiality of the Confidential Information.",,,,Single-span,,,,
243,nda-13,Entailment,"1.6 Notwithstanding the aforementioned, Confidential Information shall exclude information that:
---
(iii) is subsequently communicated to the Receiving Party without any obligation of confidence from a third party who is in lawful possession thereof and under no obligation of confidence to the Disclosing Party;",,,,Multi-span,,,,
243,nda-5,Entailment,"The Receiving Party will not disclose and will keep confidential the information received, except to its employees, representatives or agents who need to have access to the Confidential Information for the purpose of carrying out their duties in connection with the permitted purposes specified in clause
---
2.",,,,Multi-span,,,,
243,nda-4,Entailment,"The Receiving Party agrees to use the Confidential Information solely in connection with purposes contemplated between the Non-Disclosure Agreement
---
Parties in this Agreement and not to use it for any other purpose or without the prior written consent of the Disclosing Party.
---
The Receiving Party will use the Confidential Information exclusively for the permitted purpose stated in clause 2 and not use the information for its own purposes or benefit.",,,,Multi-span,,,,
244,nda-11,NotMentioned,N/A,,,,None,,,,
244,nda-16,NotMentioned,N/A,,,,None,,,,
244,nda-15,Entailment,"Nothing in this Agreement is intended to grant any rights under any patent or copyright of Submitting Party, nor shall this Agreement grant Receiving Party any rights in or to the Confidential Information, except the limited right to review such Confidential Information solely for the purposes of determining whether to enter into any proposed business relationship with Submitting Party.",,,,Single-span,,,,
244,nda-10,NotMentioned,N/A,,,,None,,,,
244,nda-2,Contradiction,"""Confidential Information"" means any confidential or proprietary information, clinical study protocols, technical data, trade secrets, or know-how of Submitting Party, including, but not limited to, that which relates to research, clinical studies, products, services, customers, markets, software, developments, inventions, processes, designs, drawings, engineering, business strategies, operations, plants and facilities, marketing or finances.",,,,Single-span,,,,
244,nda-1,NotMentioned,N/A,,,,None,,,,
244,nda-19,NotMentioned,N/A,,,,None,,,,
244,nda-12,Entailment,"Confidential Information does not include information, technical data or know-how which:
---
vii. is developed by Receiving Party completely independent of this Agreement.",,,,Multi-span,,,,
244,nda-20,NotMentioned,N/A,,,,None,,,,
244,nda-3,NotMentioned,N/A,,,,None,,,,
244,nda-18,NotMentioned,N/A,,,,None,,,,
244,nda-7,Contradiction,Receiving Party will not disclose the Confidential Information to third parties or to Receiving Party(cid:146)s employees except employees who are required to have the information in order to carry out the contemplated business.,,,,Single-span,,,,
244,nda-17,NotMentioned,N/A,,,,None,,,,
244,nda-8,Entailment,"Confidential Information does not include information, technical data or know-how which:
---
vi. is disclosed pursuant to the requirement of a government agency or by operation of law after Submitting Party has been given at least thirty (30) days notice and an opportunity to object to such disclosures; or",,,,Multi-span,,,,
244,nda-13,Entailment,"Confidential Information does not include information, technical data or know-how which:
---
iv. is disclosed to Receiving Party by a third party having a bona fide right to do so; or",,,,Multi-span,,,,
244,nda-5,Entailment,Receiving Party will not disclose the Confidential Information to third parties or to Receiving Party(cid:146)s employees except employees who are required to have the information in order to carry out the contemplated business.,,,,Single-span,,,,
244,nda-4,Entailment,Receiving Party agrees not to use the Confidential Information disclosed to it by Submitting Party for its own use or for any purpose except to carry out evaluation of the submission according to the Contest Rules.,,,,Single-span,,,,
245,nda-11,NotMentioned,N/A,,,,None,,,,
245,nda-16,Entailment,"Each party agrees that all Confidential Information of the other party, including any copies thereof, shall be returned to the disclosing party upon request or destroyed within ten (10) business days of the expiration or other termination of the Project.
---
5. Upon written demand by the disclosing party or upon termination of this Confidentiality Agreement, the receiving party shall:
---
(ii) return the Confidential Information and all copies, notes or extracts thereof to the disclosing party within ten (10) business days of receipt of demand; and",,,,Multi-span,,,,
245,nda-15,Entailment,"6. All intellectual property rights associated with the Confidential Information, including without limitation, patent, trademark, copyright, trade secret rights, and moral rights shall remain in the disclosing party.
---
Moreover, this Confidentiality Agreement does not grant any right or license to a party, by implication or otherwise, to any intellectual property owned or controlled by the other party.",,,,Multi-span,,,,
245,nda-10,NotMentioned,N/A,,,,None,,,,
245,nda-2,Contradiction,"1. Each party may be provided with access to selected information (oral, written, or electronic) of the other which helps meet a regulatory purpose or business need, including, but not limited to, that information which relates or refers to: business planning; internal controls; computer, data processing, or communications architectures or systems; electronic data processing architectures, applications, programs, routines, or subroutines; business affairs and methods of operation or proposed methods of operations, techniques or systems of a party or any customer of a party, financial or other non-public information, including but not limited to proposals, processes, forecasts, ideas, concepts, projections, analyses, software, hardware, marketing information, documentation, structure and protocols.
---
Some of the information in each of these categories is confidential in nature or constitutes a trade secret as it is not generally known to its competitors or the public.",,,,Multi-span,,,,
245,nda-1,NotMentioned,N/A,,,,None,,,,
245,nda-19,Entailment,11. The representations and obligations of each party relative to the Confidential Information shall survive the expiration or termination of this Confidentiality Agreement for a period of the longer of three (3) years or for such time as such Confidential Information remains a protectable trade secret under applicable law.,,,,Single-span,,,,
245,nda-12,Entailment,"7. The obligation of non-disclosure shall not extend to:
---
(4) information which the receiving party develops independently of the disclosure and such independent development can be shown by documentary evidence maintained contemporaneously with such development; or
---
20. Independent Development: This Confidentiality
---
Agreement shall not be construed to limit the Receiving Party’s, or any of its Representatives’, right to independently develop or acquire products, services, or technology without use of the Disclosing Party’s Confidential Information.
---
The Disclosing Party understands and acknowledges that the Receiving Party and/or its Representatives may currently or in the future be developing information, knowledge or technology internally, or obtaining information, knowledge or technology from other persons that may be similar to information, knowledge or technology contained or reflected in the Disclosing Party’s Confidential Information.",,,,Multi-span,,,,
245,nda-20,Entailment,"However, notwithstanding anything to the contrary herein,
---
1) neither party will be required to delete electronic Confidential Information stored in back-up/archival storage in accordance with its policies, provided that any such retained Confidential Information will continue to be subject to the terms of this Confidentiality Agreement until it is destroyed by the receiving party; and
---
2) a single copy of all Confidential Information may be retained by the Receiving Party’s legal department for dispute resolution purposes only, provided, however, that such Confidential Information shall remain subject to the terms and conditions of this Confidentiality Agreement.
---
Notwithstanding anything to the contrary herein,
---
1) neither party will be required to delete electronic Confidential Information stored in back-up/archival storage in accordance with its policies, provided that any such retained Confidential Information will continue to be subject to the terms of this Confidentiality Agreement until it is destroyed by the receiving party; and
---
2) a single copy of all Confidential Information may be retained by the Receiving Party’s legal department for dispute resolution purposes only, provided, however, that such Confidential Information shall remain subject to the terms and conditions of this Confidentiality Agreement.",,,,Multi-span,,,,
245,nda-3,Entailment,"1. Each party may be provided with access to selected information (oral, written, or electronic) of the other which helps meet a regulatory purpose or business need, including, but not limited to, that information which relates or refers to: business planning; internal controls; computer, data processing, or communications architectures or systems; electronic data processing architectures, applications, programs, routines, or subroutines; business affairs and methods of operation or proposed methods of operations, techniques or systems of a party or any customer of a party, financial or other non-public information, including but not limited to proposals, processes, forecasts, ideas, concepts, projections, analyses, software, hardware, marketing information, documentation, structure and protocols.
---
This information received from a party, either orally or in writing, during the course of the Project shall be deemed to be confidential information (“Confidential Information”) for purposes of this Confidentiality Agreement.",,,,Multi-span,,,,
245,nda-18,NotMentioned,N/A,,,,None,,,,
245,nda-7,Entailment,"3. Neither party shall disclose the Confidential Information received from the other to any person or entity, except its employees, officers, directors, independent consultants, affiliates, subsidiaries and other agents (collectively “Representatives”) involved in the performance of the Project, or to use the Confidential Information for any purpose other than fulfilling its obligations under the Project.",,,,Single-span,,,,
245,nda-17,Entailment,4. Neither party shall make copies of the Confidential Information except for those copies required for use by Authorized Persons in the performance of the Project.,,,,Single-span,,,,
245,nda-8,Entailment,"8. In the event that a party receives a subpoena or other validly issued administrative or judicial process requesting Confidential Information received from the other, the receiving party shall provide prompt actual notice to, in the case of <Vendor Name Here>, the General Counsel of <Vendor Name Here>, and, in the case of Company, to the General Counsel of Company, of such receipt, providing the party with a reasonable opportunity to intervene in the proceeding before the time that the other party is required to comply with such subpoena or other process.",,,,Single-span,,,,
245,nda-13,Entailment,"7. The obligation of non-disclosure shall not extend to:
---
(3) information which is revealed to the receiving party by a third party, unless such party is under a duty of non-disclosure;
---
20. Independent Development: This Confidentiality
---
Agreement shall not be construed to limit the Receiving Party’s, or any of its Representatives’, right to independently develop or acquire products, services, or technology without use of the Disclosing Party’s Confidential Information.
---
The Disclosing Party understands and acknowledges that the Receiving Party and/or its Representatives may currently or in the future be developing information, knowledge or technology internally, or obtaining information, knowledge or technology from other persons that may be similar to information, knowledge or technology contained or reflected in the Disclosing Party’s Confidential Information.",,,,Multi-span,,,,
245,nda-5,Entailment,"3. Neither party shall disclose the Confidential Information received from the other to any person or entity, except its employees, officers, directors, independent consultants, affiliates, subsidiaries and other agents (collectively “Representatives”) involved in the performance of the Project, or to use the Confidential Information for any purpose other than fulfilling its obligations under the Project.",,,,Single-span,,,,
245,nda-4,Entailment,"3. Neither party shall disclose the Confidential Information received from the other to any person or entity, except its employees, officers, directors, independent consultants, affiliates, subsidiaries and other agents (collectively “Representatives”) involved in the performance of the Project, or to use the Confidential Information for any purpose other than fulfilling its obligations under the Project.",,,,Single-span,,,,
246,nda-11,NotMentioned,N/A,,,,None,,,,
246,nda-16,Entailment,"3.5. When this agreement comes to an end or written demand has been sent, confidential information must be returned to the other party, within 5 (five) business days of the expiry date or the date that the demand was received.",,,,Single-span,,,,
246,nda-15,NotMentioned,N/A,,,,None,,,,
246,nda-10,NotMentioned,N/A,,,,None,,,,
246,nda-2,Contradiction,"The Parties agree that:
---
3.1. they will disclose written or verbal information of a confidential nature about:
---
(e.g. their financial dealings, contractual rights and obligations, their current client base and potential clients, suppliers, employees, operation systems, forecasts, strategies and budgets, intellectual property, and other information that may be of importance.)",,,,Multi-span,,,,
246,nda-1,NotMentioned,N/A,,,,None,,,,
246,nda-19,NotMentioned,N/A,,,,None,,,,
246,nda-12,NotMentioned,N/A,,,,None,,,,
246,nda-20,NotMentioned,N/A,,,,None,,,,
246,nda-3,Entailment,"The Parties agree that:
---
3.1. they will disclose written or verbal information of a confidential nature about:
---
(e.g. their financial dealings, contractual rights and obligations, their current client base and potential clients, suppliers, employees, operation systems, forecasts, strategies and budgets, intellectual property, and other information that may be of importance.)",,,,Multi-span,,,,
246,nda-18,Entailment,"3.7. No party may directly or indirectly make an offer employment to, or request an interest from an employee or agent of the other party, for a least 1 (one) year of signing this agreement and for at least 1 (one) year after its termination.",,,,Single-span,,,,
246,nda-7,Entailment,"Information may only be disclosed to employees and/or agents; or if required by law, and such employees and/or agents must bind themselves to this agreement.",,,,Single-span,,,,
246,nda-17,NotMentioned,N/A,,,,None,,,,
246,nda-8,Entailment,"3.4. If it is legally required for either party to disclose confidential information, the other party must be informed of this in writing.",,,,Single-span,,,,
246,nda-13,NotMentioned,N/A,,,,None,,,,
246,nda-5,Entailment,"Information may only be disclosed to employees and/or agents; or if required by law, and such employees and/or agents must bind themselves to this agreement.",,,,Single-span,,,,
